respondent_id,start_date,end_date,dbt_used_at_org,personal_dbt_experience,job_title,base_salary_usd,company_headquarters,company_industry,organization_size,org_data_infrastructure_proportion,org_data_analysis_proportion,multiselect_time_spent_platform,multiselect_time_spent_datasets,multiselect_time_spent_reports_dashboards,multiselect_time_spent_ml_models,multiselect_time_spent_mentorship_direct_reports,multiselect_time_spent_other_free_text,rate_org_marketing_analytics,rate_org_product_analytics,rate_org_financial_analytics,rate_org_data_quality_transparency,rate_org_cross_team_alignment_data_ownership,rate_org_data_team_productivity_agility,rate_org_enabling_self_service,how_do_you_distribute_data_team_work,how_do_you_distribute_data_team_work_other_free_text,how_is_your_team_measured,how_is_your_team_measured_other_free_text,agreement_org_sets_clear_goals_responsibilities_roadmap,agreement_org_values_data_team,multiselect_economic_impact_reduced_headcount,multiselect_economic_impact_downgraded_open_headcount,multiselect_economic_impact_reduced_tooling_budget,multiselect_economic_impact_increased_headcount,multiselect_economic_impact_upgraded_open_headcount,multiselect_economic_impact_increased_tooling_budget,multiselect_economic_impact_no_change,multiselect_economic_impact_not_sure,investment_plan_next_12m_data_warehouse_lakehouse,investment_plan_next_12m_extract_load,investment_plan_next_12m_transform_model,investment_plan_next_12m_reverse_etl,investment_plan_next_12m_data_quality_observability,investment_plan_next_12m_data_orchestration,investment_plan_next_12m_bi_tools,multiselect_data_prep_challenge_poor_source_quality,multiselect_data_prep_challenge_input_data_inconsistent,multiselect_data_prep_challenge_ambiguous_quality_ownership,multiselect_data_prep_challenge_transform_slow_build_update,multiselect_data_prep_challenge_transform_location_reuse,multiselect_data_prep_challenge_docs_dependency_mgmt,multiselect_data_prep_challenge_stakeholders_dont_use_trust,multiselect_data_prep_challenge_data_not_where_org_needs,multiselect_data_prep_challenge_none_of_above,multiselect_data_prep_challenge_other_free_text,biggest_mds_problem_metadata_sharing_across_tools,biggest_mds_problem_team_tool_collab_clarity,biggest_mds_problem_producer_consumer_coordination_handoff,biggest_mds_problem_tools_learning_curve,biggest_mds_problem_implementing_best_practice_across_tools,biggest_mds_problem_other_free_text
118145694570,10/08/2022 7:06:28 AM,10/08/2022 7:09:18 AM,Yes - we use dbt Cloud,1-2 years,People Manager/Director - Data Analytics,$101k to $150k,Asia & Pacific,Technology / Software,"501-1,000",Less than 1%,Less than 1%,,Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,Mentor / enable direct reports who do a combination of work described above,,Somewhat well,Somewhat badly,Very well,Somewhat well,Very badly,Somewhat well,Somewhat well,Each team member specializes by business area (e.g. supports Sales vs. Product),,Qualitative evaluations (e.g. performance ratings from stakeholders),,Somewhat disagree,Somewhat agree,Reduced headcount (open or existing),,,,,,,,Increasing investment,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Increasing investment,No change (maintain current investment),No change (maintain current investment),Source data quality is poor,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,,,,,No effective way to share metadata across tools,,Coordination and handoffs between data producers and data consumers,,,
118145655874,10/08/2022 4:40:38 AM,10/08/2022 4:47:30 AM,Yes - we use dbt Core / open source,More than 2 years,People Manager/Director - Data Analytics,$51k to $100k,Europe,Technology / Software,101-500,Less than 1%,Less than 1%,,Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,,,Somewhat well,Somewhat badly,Very well,Somewhat badly,Somewhat well,,Somewhat badly,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,,None,Somewhat disagree,Somewhat agree,,,,Increased open headcount,Increased level / salary for open headcount,Increased budget for tooling (new or existing),,,Increasing investment,No change (maintain current investment),No change (no current investment),No change (no current investment),No change (no current investment),No change (no current investment),Increasing investment,,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,Managing data documentation and dependencies are too time-consuming,Stakeholders don’t use / don’t trust data provided,,,,,,,Learning curve to set up and maintain tools,Implementing best practices across all the different tools,
118145640584,10/08/2022 3:49:44 AM,10/08/2022 3:53:57 AM,Yes - we use dbt Cloud,More than 2 years,People Manager/Director - Data Analytics,$101k to $150k,Europe,Telecommunications,Less than 100,2-5%,2-5%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,Mentor / enable direct reports who do a combination of work described above,,N/A - not relevant for my org,Somewhat well,Somewhat well,Very well,Somewhat well,Somewhat well,Very well,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,Not sure,,Somewhat disagree,Somewhat agree,,,,Increased open headcount,Increased level / salary for open headcount,Increased budget for tooling (new or existing),,,Increasing investment,Increasing investment,Increasing investment,No change (maintain current investment),No change (maintain current investment),Increasing investment,Decreasing investment,,,,Transformations are too time-consuming to build and update,,Managing data documentation and dependencies are too time-consuming,,Data isn’t where business users need it to be to inform quick decisions,,,No effective way to share metadata across tools,,,Learning curve to set up and maintain tools,,Ownership of so many different tools. Where does Product Analytics/Event definition reside?
118145627593,10/08/2022 3:04:05 AM,10/08/2022 3:06:14 AM,Yes - we use dbt Core / open source,More than 2 years,People Manager/Director - Data Engineering,$201k to $300k,Europe,Technology / Software,"1,001 – 5,000",2-5%,6-10%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,,,Mentor / enable direct reports who do a combination of work described above,,Somewhat well,Somewhat well,Somewhat well,Somewhat badly,Very badly,Somewhat badly,Very badly,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,Not sure,,Somewhat disagree,No opinion,Reduced headcount (open or existing),,,,,,,,Increasing investment,No change (maintain current investment),Increasing investment,Increasing investment,Increasing investment,Increasing investment,No change (maintain current investment),,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,Stakeholders don’t use / don’t trust data provided,,,,No effective way to share metadata across tools,,Coordination and handoffs between data producers and data consumers,,,
118145586710,10/08/2022 12:15:28 AM,10/08/2022 12:19:22 AM,Yes - we use dbt Core / open source,1-2 years,Analytics Engineer,$151k to $200k,North America,Technology / Software,101-500,2-5%,2-5%,,Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,,,Somewhat well,Somewhat well,Somewhat badly,Somewhat badly,Somewhat badly,Somewhat well,Somewhat well,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,,Not sure,,Somewhat agree,Somewhat agree,,,,,,,,Not sure,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Increasing investment,Increasing investment,Increasing investment,Not sure,Source data quality is poor,,,,,,Stakeholders don’t use / don’t trust data provided,Data isn’t where business users need it to be to inform quick decisions,,,,No clear understanding of how teams should collaborate in a given tool,,,Implementing best practices across all the different tools,
118144895365,10/07/2022 7:11:43 AM,10/07/2022 7:16:39 AM,Yes - we use both dbt Core and dbt Cloud,< 1 year,Other,$201k to $300k,North America,Consulting / Professional Services,101-500,51-100%,51-100%,,Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,,,Very well,Very well,Very well,Somewhat well,N/A - not relevant for my org,Very well,Very well,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,,Qualitative evaluations (e.g. performance ratings from stakeholders),,Somewhat agree,Strongly agree,,,,Increased open headcount,Increased level / salary for open headcount,Increased budget for tooling (new or existing),,,Increasing investment,No change (maintain current investment),Increasing investment,Not sure,Increasing investment,Not sure,Decreasing investment,,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,Managing data documentation and dependencies are too time-consuming,,,,,,,,Learning curve to set up and maintain tools,Implementing best practices across all the different tools,
118144727421,10/07/2022 1:51:19 AM,10/07/2022 1:57:03 AM,Yes - we use dbt Core / open source,1-2 years,Data Engineer,$51k to $100k,Asia & Pacific,Other,"10,001",Less than 1%,11-20%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,,,,,Somewhat well,Somewhat well,Somewhat well,Somewhat badly,Very badly,Somewhat well,Somewhat well,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,"SLA metrics (e.g. data uptime, throughput)",OKR,Strongly disagree,Somewhat disagree,,,Reduced budget for tooling (new or existing),,,,,,Not sure,Not sure,Decreasing investment,Not sure,No change (maintain current investment),No change (maintain current investment),Not sure,Source data quality is poor,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,Managing data documentation and dependencies are too time-consuming,,,,,,,Coordination and handoffs between data producers and data consumers,,Implementing best practices across all the different tools,
118144659571,10/06/2022 10:36:31 PM,10/06/2022 10:49:14 PM,Yes - we use both dbt Core and dbt Cloud,1-2 years,Analytics Engineer,$151k to $200k,North America,Technology / Software,"501-1,000",Less than 1%,Less than 1%,,Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,,,Somewhat well,Very well,Very well,Somewhat well,Somewhat well,Somewhat badly,Somewhat well,Each team member specializes by business area (e.g. supports Sales vs. Product),,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,Somewhat agree,Strongly agree,,,,,,,No change,,Not sure,Not sure,Increasing investment,Not sure,Increasing investment,No change (maintain current investment),No change (maintain current investment),Source data quality is poor,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,,Data isn’t where business users need it to be to inform quick decisions,,,No effective way to share metadata across tools,,Coordination and handoffs between data producers and data consumers,,,
118144646471,10/06/2022 10:06:54 PM,10/06/2022 10:19:19 PM,Yes - we use dbt Cloud,More than 2 years,Data Analyst,$101k to $150k,North America,Technology / Software,Less than 100,6-10%,6-10%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,Build / use machine learning models,,,N/A - not relevant for my org,Somewhat well,N/A - not relevant for my org,Somewhat well,Somewhat well,Very well,Somewhat badly,,I am the data team’s sole member,Not sure,,No opinion,Strongly agree,,,,,,,,Not sure,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Increasing investment,,,,,,,,,None of the above,,,,,,,Building for eventual complexity / managing tech debt
118144594694,10/06/2022 6:37:11 PM,10/06/2022 8:38:41 PM,Yes - we use both dbt Core and dbt Cloud,More than 2 years,Analytics Engineer,$151k to $200k,North America,Consulting / Professional Services,Less than 100,21-50%,21-50%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,,,,,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,Qualitative evaluations (e.g. performance ratings from stakeholders),,Strongly agree,Somewhat agree,,,,Increased open headcount,,,,,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Increasing investment,Increasing investment,No change (maintain current investment),No change (maintain current investment),Source data quality is poor,Input data is hard to collect in a consistent way,,,,,Stakeholders don’t use / don’t trust data provided,,,,,,,,Implementing best practices across all the different tools,
118144568321,10/06/2022 7:46:05 PM,10/06/2022 7:48:53 PM,Yes - we use dbt Core / open source,< 1 year,Other,$201k to $300k,North America,Other,Less than 100,Less than 1%,Less than 1%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,Mentor / enable direct reports who do a combination of work described above,,Somewhat badly,Somewhat well,Somewhat badly,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,,Not sure,,Somewhat disagree,Somewhat agree,,,,,,,No change,,Increasing investment,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Source data quality is poor,Input data is hard to collect in a consistent way,,,,Managing data documentation and dependencies are too time-consuming,,,,,,,,,Implementing best practices across all the different tools,
118144547584,10/06/2022 7:07:30 PM,10/06/2022 7:11:24 PM,Yes - we use both dbt Core and dbt Cloud,< 1 year,Other,$201k to $300k,North America,,101-500,Less than 1%,2-5%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,Mentor / enable direct reports who do a combination of work described above,,Somewhat badly,Somewhat badly,Somewhat well,Somewhat well,Very badly,Very well,Very badly,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,,Not sure,,Strongly disagree,Somewhat disagree,,,,,,,No change,,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Increasing investment,Source data quality is poor,,,Transformations are too time-consuming to build and update,,,,Data isn’t where business users need it to be to inform quick decisions,,,,No clear understanding of how teams should collaborate in a given tool,Coordination and handoffs between data producers and data consumers,Learning curve to set up and maintain tools,Implementing best practices across all the different tools,
118144526654,10/06/2022 6:31:20 PM,10/06/2022 6:34:15 PM,Yes - we use dbt Core / open source,1-2 years,Analytics Engineer,$101k to $150k,North America,Healthcare / Life Sciences,101-500,2-5%,Less than 1%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,,,Very badly,Somewhat badly,Somewhat well,Somewhat badly,Somewhat badly,Somewhat well,Very badly,Each team member specializes by business area (e.g. supports Sales vs. Product),,Qualitative evaluations (e.g. performance ratings from stakeholders),,Somewhat disagree,Somewhat disagree,,,,Increased open headcount,,,,,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (no current investment),Increasing investment,Increasing investment,No change (maintain current investment),Source data quality is poor,,,,Transformations are hard to locate and re-use.,,,,,Small headcount makes it difficult to,,,,,Implementing best practices across all the different tools,
118143970268,10/06/2022 8:31:32 AM,10/06/2022 8:36:12 AM,Yes - we use both dbt Core and dbt Cloud,1-2 years,Analytics Engineer,$101k to $150k,North America,Consulting / Professional Services,Less than 100,2-5%,51-100%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,,,,,Very well,Somewhat well,N/A - not relevant for my org,Somewhat well,Somewhat badly,Very badly,Somewhat badly,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,,,Billable hours,Somewhat agree,Somewhat disagree,Reduced headcount (open or existing),Downgraded level / salary of open headcount,Reduced budget for tooling (new or existing),,,,,,No change (no current investment),No change (no current investment),No change (no current investment),No change (no current investment),No change (no current investment),No change (no current investment),No change (no current investment),Source data quality is poor,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,,Data isn’t where business users need it to be to inform quick decisions,,,No effective way to share metadata across tools,No clear understanding of how teams should collaborate in a given tool,,,,
118143753963,10/06/2022 1:53:31 AM,10/06/2022 2:01:33 AM,Yes - we use dbt Core / open source,< 1 year,Data Scientist,$51k to $100k,Europe,Technology / Software,"1,001 – 5,000",2-5%,6-10%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,,,,,Somewhat badly,Very well,Very well,Somewhat well,Very badly,Somewhat well,Somewhat well,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,,We're not measured. We're appreciated.,Somewhat disagree,Somewhat agree,,,,,,,No change,,Increasing investment,Increasing investment,Increasing investment,No change (no current investment),Increasing investment,Increasing investment,No change (maintain current investment),,Input data is hard to collect in a consistent way,,Transformations are too time-consuming to build and update,,Managing data documentation and dependencies are too time-consuming,,,,,No effective way to share metadata across tools,,,Learning curve to set up and maintain tools,,
118143715666,10/06/2022 12:03:32 AM,10/06/2022 12:06:15 AM,Yes - we use both dbt Core and dbt Cloud,< 1 year,Data Scientist,Prefer not to say,North America,Financial Services,101-500,Less than 1%,2-5%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,,,Somewhat well,Somewhat well,Somewhat badly,Somewhat badly,Somewhat well,Somewhat well,Somewhat well,Each team member specializes by business area (e.g. supports Sales vs. Product),,Qualitative evaluations (e.g. performance ratings from stakeholders),,Somewhat disagree,Strongly agree,Reduced headcount (open or existing),,,,,,,,No change (maintain current investment),Increasing investment,No change (maintain current investment),No change (no current investment),No change (maintain current investment),No change (no current investment),No change (maintain current investment),,,,Transformations are too time-consuming to build and update,,,,,,,,,,Learning curve to set up and maintain tools,Implementing best practices across all the different tools,
118143669316,10/05/2022 10:05:46 PM,10/05/2022 10:10:18 PM,Yes - we use both dbt Core and dbt Cloud,< 1 year,Data Analyst,$101k to $150k,North America,Technology / Software,Less than 100,6-10%,2-5%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,Build / use machine learning models,,,Somewhat well,Somewhat well,Somewhat well,Somewhat badly,Somewhat badly,Very well,Somewhat well,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,,Qualitative evaluations (e.g. performance ratings from stakeholders),,Somewhat disagree,Somewhat disagree,,,,,,,No change,,Increasing investment,No change (maintain current investment),Increasing investment,Increasing investment,No change (maintain current investment),No change (maintain current investment),Increasing investment,Source data quality is poor,,,,,Managing data documentation and dependencies are too time-consuming,,Data isn’t where business users need it to be to inform quick decisions,,,No effective way to share metadata across tools,,Coordination and handoffs between data producers and data consumers,Learning curve to set up and maintain tools,,
118143490560,10/05/2022 4:52:32 PM,10/05/2022 4:56:31 PM,Yes - we use both dbt Core and dbt Cloud,More than 2 years,Analytics Engineer,$151k to $200k,North America,Education / Training,"1,001 – 5,000",2-5%,6-10%,,Build / maintain data sets to ease analysis,,,Mentor / enable direct reports who do a combination of work described above,,Somewhat well,Very well,Somewhat well,Somewhat well,Somewhat well,Very well,Somewhat well,Each team member specializes by business area (e.g. supports Sales vs. Product),,Qualitative evaluations (e.g. performance ratings from stakeholders),,Somewhat agree,Somewhat agree,Reduced headcount (open or existing),,Reduced budget for tooling (new or existing),,,,,,Increasing investment,No change (maintain current investment),No change (maintain current investment),Not sure,Not sure,Not sure,Increasing investment,Source data quality is poor,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,,,,,No effective way to share metadata across tools,,,,Implementing best practices across all the different tools,
118143428368,10/05/2022 3:37:50 PM,10/05/2022 3:39:48 PM,Yes - we use dbt Core / open source,1-2 years,Data Engineer,$201k to $300k,Europe,Media / Entertainment,"1,001 – 5,000",6-10%,6-10%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,,,Mentor / enable direct reports who do a combination of work described above,,Very well,Very well,Very well,Very well,Very well,Very well,Very well,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,Progress to financial goals (e.g. amount of money saved or business closed),,Somewhat agree,Somewhat agree,,,,Increased open headcount,,Increased budget for tooling (new or existing),,,Decreasing investment,Decreasing investment,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Increasing investment,No change (maintain current investment),,Input data is hard to collect in a consistent way,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,Managing data documentation and dependencies are too time-consuming,,,,,No effective way to share metadata across tools,No clear understanding of how teams should collaborate in a given tool,Coordination and handoffs between data producers and data consumers,,,
118143420502,10/05/2022 3:25:31 PM,10/05/2022 3:31:36 PM,Yes - we use dbt Core / open source,< 1 year,People Manager/Director - Data Analytics,$151k to $200k,Europe,Technology / Software,101-500,Less than 1%,11-20%,,,,,Mentor / enable direct reports who do a combination of work described above,,N/A - not relevant for my org,Very badly,Somewhat badly,Somewhat well,Somewhat badly,Somewhat badly,Somewhat badly,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,Client / project aligned,Qualitative evaluations (e.g. performance ratings from stakeholders),,Somewhat disagree,Somewhat disagree,,,,,,Increased budget for tooling (new or existing),,,Increasing investment,Increasing investment,Increasing investment,No change (no current investment),No change (no current investment),Increasing investment,Increasing investment,,Input data is hard to collect in a consistent way,,,,Managing data documentation and dependencies are too time-consuming,,Data isn’t where business users need it to be to inform quick decisions,,,No effective way to share metadata across tools,,,Learning curve to set up and maintain tools,,
118143369199,10/05/2022 2:30:29 PM,10/05/2022 2:35:53 PM,Yes - we use dbt Core / open source,1-2 years,Data Engineer,$101k to $150k,Europe,Technology / Software,"1,001 – 5,000",Less than 1%,2-5%,,Build / maintain data sets to ease analysis,,,,,Very badly,Somewhat badly,Somewhat badly,Very well,Somewhat badly,Somewhat badly,Somewhat well,,"Engineers specialize by functional areas, but analyst specialize by business area.","SLA metrics (e.g. data uptime, throughput)",,Somewhat disagree,No opinion,,,,,,Increased budget for tooling (new or existing),,,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Increasing investment,Increasing investment,Increasing investment,Increasing investment,,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,,,,,No effective way to share metadata across tools,No clear understanding of how teams should collaborate in a given tool,Coordination and handoffs between data producers and data consumers,,,
118143357217,10/05/2022 2:17:17 PM,10/05/2022 2:23:28 PM,Yes - we use dbt Core / open source,1-2 years,Other,$101k to $150k,North America,Healthcare / Life Sciences,Less than 100,6-10%,11-20%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,,,,,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,Somewhat badly,Somewhat badly,Somewhat well,Very badly,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,Not sure,,Somewhat disagree,Somewhat agree,,,,Increased open headcount,,Increased budget for tooling (new or existing),,,Increasing investment,Increasing investment,Increasing investment,Not sure,Increasing investment,Increasing investment,Increasing investment,Source data quality is poor,,,,Transformations are hard to locate and re-use.,,,Data isn’t where business users need it to be to inform quick decisions,,,No effective way to share metadata across tools,,,Learning curve to set up and maintain tools,Implementing best practices across all the different tools,
118143317465,10/05/2022 1:37:45 PM,10/05/2022 1:44:04 PM,Yes - we use both dbt Core and dbt Cloud,1-2 years,People Manager/Director - Data Analytics,$51k to $100k,Europe,Consumer Packaged Goods,Less than 100,2-5%,6-10%,,Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,,,Very well,Somewhat badly,Somewhat well,Very well,Somewhat badly,Somewhat badly,Somewhat badly,Each team member specializes by business area (e.g. supports Sales vs. Product),,Qualitative evaluations (e.g. performance ratings from stakeholders),,Somewhat disagree,Somewhat disagree,Reduced headcount (open or existing),,Reduced budget for tooling (new or existing),,,,,,No change (maintain current investment),Increasing investment,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,Managing data documentation and dependencies are too time-consuming,Stakeholders don’t use / don’t trust data provided,,,,,No clear understanding of how teams should collaborate in a given tool,,,Implementing best practices across all the different tools,
118143247313,10/05/2022 12:24:20 PM,10/05/2022 12:37:02 PM,Yes - we use dbt Core / open source,More than 2 years,People Manager/Director - Data Analytics,$201k to $300k,North America,Healthcare / Life Sciences,101-500,2-5%,Less than 1%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,,,Very badly,Very badly,Somewhat well,Somewhat badly,Very badly,Somewhat well,Somewhat well,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,Somewhat disagree,Somewhat agree,Reduced headcount (open or existing),,Reduced budget for tooling (new or existing),,,,,,Decreasing investment,No change (maintain current investment),No change (maintain current investment),No change (no current investment),No change (no current investment),No change (maintain current investment),Decreasing investment,,Input data is hard to collect in a consistent way,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,,Data isn’t where business users need it to be to inform quick decisions,,,,No clear understanding of how teams should collaborate in a given tool,Coordination and handoffs between data producers and data consumers,Learning curve to set up and maintain tools,Implementing best practices across all the different tools,
118143239376,10/05/2022 12:16:43 PM,10/05/2022 12:28:44 PM,Yes - we use dbt Cloud,< 1 year,Data Scientist,Under $50k,Europe,Consulting / Professional Services,Less than 100,6-10%,11-20%,"Build / maintain platforms for hosting, moving, accessing data",,,,,,Very well,Very well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,"SLA metrics (e.g. data uptime, throughput)",,Somewhat agree,Somewhat disagree,,,,,,,,Not sure,No change (maintain current investment),No change (no current investment),No change (no current investment),No change (no current investment),No change (no current investment),No change (no current investment),No change (no current investment),Source data quality is poor,,,,,,,,,,No effective way to share metadata across tools,,,,,
118143152535,10/05/2022 10:45:36 AM,10/05/2022 11:03:26 AM,Yes - we use dbt Core / open source,< 1 year,Data Engineer,$101k to $150k,Europe,Technology / Software,"501-1,000",Less than 1%,2-5%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,Mentor / enable direct reports who do a combination of work described above,,Very badly,Somewhat badly,Somewhat badly,Somewhat badly,Very badly,Somewhat well,Somewhat badly,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,Qualitative evaluations (e.g. performance ratings from stakeholders),,Somewhat agree,Somewhat agree,,,,Increased open headcount,,,,,Increasing investment,No change (maintain current investment),No change (maintain current investment),Increasing investment,Increasing investment,No change (maintain current investment),No change (maintain current investment),Source data quality is poor,Input data is hard to collect in a consistent way,,,,Managing data documentation and dependencies are too time-consuming,,,,,No effective way to share metadata across tools,,Coordination and handoffs between data producers and data consumers,,Implementing best practices across all the different tools,We are constantly sticking products together instead of using libraries to write good software. A stable dbt API could really help here
118143142071,10/05/2022 10:44:19 AM,10/05/2022 10:52:15 AM,Yes - we use both dbt Core and dbt Cloud,1-2 years,Analytics Engineer,$101k to $150k,North America,Education / Training,"1,001 – 5,000",2-5%,6-10%,,Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,,,Somewhat well,Somewhat well,Very well,Somewhat well,Somewhat badly,Somewhat well,Somewhat well,Each team member specializes by business area (e.g. supports Sales vs. Product),,Not sure,,Somewhat disagree,Somewhat agree,Reduced headcount (open or existing),,Reduced budget for tooling (new or existing),,,,,,No change (maintain current investment),Decreasing investment,No change (maintain current investment),No change (no current investment),No change (maintain current investment),No change (no current investment),Decreasing investment,,,,,,,,,None of the above,,No effective way to share metadata across tools,,,,Implementing best practices across all the different tools,
118143128187,10/05/2022 10:34:18 AM,10/05/2022 10:37:19 AM,Yes - we use both dbt Core and dbt Cloud,1-2 years,Analytics Engineer,$101k to $150k,North America,Consulting / Professional Services,Less than 100,51-100%,51-100%,"Build / maintain platforms for hosting, moving, accessing data",,,,Mentor / enable direct reports who do a combination of work described above,,Somewhat badly,Very well,N/A - not relevant for my org,Somewhat badly,Somewhat badly,Very badly,Somewhat badly,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,,Qualitative evaluations (e.g. performance ratings from stakeholders),,Somewhat disagree,Somewhat agree,,,,,,,No change,,Increasing investment,Increasing investment,Increasing investment,No change (maintain current investment),Decreasing investment,Increasing investment,Decreasing investment,Source data quality is poor,Input data is hard to collect in a consistent way,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,,,,,No effective way to share metadata across tools,,,,,
